timestamp,Temperature,Pressure,Flow_Rate,pH_Value,Concentration
2025-05-28 06:41:50.681000+00:00,142.986,5.388,107.216,7.147,0.152
2025-05-28 06:41:55.681000+00:00,140.427,5.088,104.016,7.273,0.149
2025-05-28 06:42:00.681000+00:00,152.409,4.579,80.888,5.051,0.146
2025-05-28 06:42:05.681000+00:00,168.165,3.646,97.717,7.252,0.146
2025-05-28 06:42:10.681000+00:00,141.324,5.279,99.696,7.041,0.151
2025-05-28 06:42:15.681000+00:00,151.223,5.127,91.142,6.959,0.153
2025-05-28 06:42:20.681000+00:00,151.235,5.076,88.828,6.683,0.173
2025-05-28 06:42:25.681000+00:00,146.388,5.187,113.571,7.099,0.144
2025-05-28 06:42:30.681000+00:00,150.359,5.188,93.575,7.22,0.174
2025-05-28 06:42:35.681000+00:00,154.818,3.766,92.117,6.916,0.14
2025-05-28 06:42:40.681000+00:00,148.752,4.473,83.002,7.141,0.149
2025-05-28 06:42:45.681000+00:00,138.453,5.038,102.588,7.456,0.156
2025-05-28 06:42:50.681000+00:00,146.199,5.135,109.228,6.66,0.126
2025-05-28 06:42:55.681000+00:00,146.645,5.412,80.825,6.773,0.168
2025-05-28 06:43:00.681000+00:00,140.077,4.857,101.063,7.075,0.144
2025-05-28 06:43:05.681000+00:00,149.507,5.07,106.404,7.387,0.146
2025-05-28 06:43:10.681000+00:00,150.947,5.642,93.854,7.051,0.151
2025-05-28 06:43:15.681000+00:00,166.711,5.118,108.627,7.187,0.152
2025-05-28 06:43:20.681000+00:00,156.04,5.089,103.916,6.814,0.148
2025-05-28 06:43:25.681000+00:00,149.063,5.249,103.563,7.152,0.146
2025-05-28 06:43:30.681000+00:00,147.086,4.493,89.411,7.407,0.159
2025-05-28 06:43:35.681000+00:00,154.381,5.134,88.204,6.931,0.16
2025-05-28 06:43:40.681000+00:00,146.73,5.013,118.881,7.053,0.15
2025-05-28 06:43:45.681000+00:00,148.395,5.926,85.244,7.011,0.13
2025-05-28 06:43:50.681000+00:00,151.205,4.477,89.709,7.31,0.152
2025-05-28 06:43:55.681000+00:00,148.346,5.614,96.378,7.066,0.15
2025-05-28 06:44:00.681000+00:00,148.273,4.756,97.004,7.164,0.215
2025-05-28 06:44:05.681000+00:00,147.594,5.208,74.981,6.984,0.155
2025-05-28 06:44:10.681000+00:00,145.729,4.815,97.034,7.24,0.142
2025-05-28 06:44:15.681000+00:00,147.611,4.255,100.14,7.127,0.152
2025-05-28 06:44:20.681000+00:00,150.488,4.866,109.878,7.158,0.148
2025-05-28 06:44:25.681000+00:00,149.245,4.997,97.789,6.948,0.14
2025-05-28 06:44:30.681000+00:00,151.052,5.602,107.56,6.895,0.157
2025-05-28 06:44:35.681000+00:00,143.08,5.338,109.318,6.987,0.147
2025-05-28 06:44:40.681000+00:00,148.256,4.296,84.717,6.794,0.203
2025-05-28 06:44:45.681000+00:00,143.108,4.098,111.732,6.983,0.144
2025-05-28 06:44:50.681000+00:00,152.237,4.679,112.71,6.854,0.138
2025-05-28 06:44:55.681000+00:00,148.007,4.94,95.47,6.939,0.149
2025-05-28 06:45:00.681000+00:00,153.248,5.271,88.829,6.886,0.151
2025-05-28 06:45:05.681000+00:00,143.508,5.22,115.729,6.975,0.13
2025-05-28 06:45:10.681000+00:00,163.07,4.992,98.529,6.866,0.156
2025-05-28 06:45:15.681000+00:00,146.828,3.976,107.11,6.8,0.155
2025-05-28 06:45:20.681000+00:00,145.085,5.067,91.672,6.885,0.15
2025-05-28 06:45:25.681000+00:00,156.43,5.354,105.951,6.862,0.137
2025-05-28 06:45:30.681000+00:00,156.315,4.721,116.756,7.083,0.154
2025-05-28 06:45:35.681000+00:00,153.707,4.807,99.755,7.002,0.156
2025-05-28 06:45:40.681000+00:00,149.637,5.688,115.348,7.027,0.166
2025-05-28 06:45:45.681000+00:00,154.558,4.413,96.226,6.859,0.143
2025-05-28 06:45:50.681000+00:00,152.804,4.952,96.185,7.147,0.144
2025-05-28 06:45:55.681000+00:00,148.167,4.497,92.644,7.244,0.143
2025-05-28 06:46:00.681000+00:00,170.615,4.359,84.833,6.826,0.157
2025-05-28 06:46:05.681000+00:00,150.043,5.105,83.896,7.195,0.157
2025-05-28 06:46:10.681000+00:00,144.528,5.381,96.951,6.803,0.143
2025-05-28 06:46:15.681000+00:00,152.909,4.529,93.179,6.884,0.139
2025-05-28 06:46:20.681000+00:00,150.885,6.062,99.41,7.026,0.153
2025-05-28 06:46:25.681000+00:00,139.881,4.686,112.622,6.987,0.138
2025-05-28 06:46:30.681000+00:00,141.341,5.338,89.626,6.977,0.143
2025-05-28 06:46:35.681000+00:00,145.08,5.896,98.896,7.184,0.143
2025-05-28 06:46:40.681000+00:00,164.539,5.267,87.112,6.714,0.163
2025-05-28 06:46:45.681000+00:00,146.921,4.628,97.155,7.182,0.164
2025-05-28 06:46:50.681000+00:00,146.28,5.01,85.957,7.212,0.144
2025-05-28 06:46:55.681000+00:00,151.579,4.742,121.026,6.971,0.154
2025-05-28 06:47:00.681000+00:00,141.666,4.866,95.404,6.762,0.145
2025-05-28 06:47:05.681000+00:00,146.113,4.404,94.58,6.951,0.148
2025-05-28 06:47:10.681000+00:00,144.798,4.631,103.465,6.969,0.137
2025-05-28 06:47:15.681000+00:00,146.263,5.588,86.378,7.219,0.16
2025-05-28 06:47:20.681000+00:00,154.058,4.598,108.259,7.112,0.144
2025-05-28 06:47:25.681000+00:00,143.87,4.316,103.066,6.886,0.135
2025-05-28 06:47:30.681000+00:00,152.722,4.961,92.765,7.358,0.161
2025-05-28 06:47:35.681000+00:00,152.114,4.406,95.924,7.102,0.145
2025-05-28 06:47:40.681000+00:00,153.438,4.978,93.191,6.733,0.156
2025-05-28 06:47:45.681000+00:00,147.968,5.321,111.569,6.837,0.154
2025-05-28 06:47:50.681000+00:00,146.767,4.911,87.895,6.964,0.16
2025-05-28 06:47:55.681000+00:00,152.236,4.574,90.725,7.189,0.142
2025-05-28 06:48:00.681000+00:00,146.695,5.023,88.391,7.1,0.156
2025-05-28 06:48:05.681000+00:00,143.073,4.977,98.048,6.932,0.163
2025-05-28 06:48:10.681000+00:00,151.882,5.107,92.114,7.117,0.154
2025-05-28 06:48:15.681000+00:00,153.276,5.478,94.867,7.461,0.141
2025-05-28 06:48:20.681000+00:00,154.512,5.19,111.077,6.742,0.152
2025-05-28 06:48:25.681000+00:00,147.329,5.089,95.898,7.268,0.155
2025-05-28 06:48:30.681000+00:00,150.744,5.814,105.782,6.572,0.153
2025-05-28 06:48:35.681000+00:00,145.512,4.426,109.041,5.158,0.136
2025-05-28 06:48:40.681000+00:00,145.546,4.922,75.682,6.734,0.141
2025-05-28 06:48:45.681000+00:00,141.465,4.92,96.311,6.995,0.148
2025-05-28 06:48:50.681000+00:00,151.561,5.25,117.47,6.892,0.149
2025-05-28 06:48:55.681000+00:00,143.931,5.65,94.975,7.149,0.158
2025-05-28 06:49:00.681000+00:00,155.692,4.421,94.449,6.946,0.157
2025-05-28 06:49:05.681000+00:00,133.956,5.19,111.624,6.897,0.151
2025-05-28 06:49:10.681000+00:00,149.633,4.677,99.835,7.059,0.15
2025-05-28 06:49:15.681000+00:00,151.504,4.111,106.442,7.348,0.161
2025-05-28 06:49:20.681000+00:00,153.168,5.501,113.239,6.868,0.151
2025-05-28 06:49:25.681000+00:00,139.513,4.738,110.442,7.039,0.138
2025-05-28 06:49:30.681000+00:00,149.28,4.465,87.78,5.657,0.148
2025-05-28 06:49:35.681000+00:00,155.096,5.591,90.817,6.674,0.137
2025-05-28 06:49:40.681000+00:00,145.072,4.137,117.121,7.073,0.152
2025-05-28 06:49:45.681000+00:00,148.792,4.528,98.705,7.267,0.141
2025-05-28 06:49:50.681000+00:00,160.639,5.818,114.474,5.987,0.148
2025-05-28 06:49:55.681000+00:00,145.104,7.427,104.023,7.046,0.159
2025-05-28 06:50:00.681000+00:00,149.347,5.035,98.652,6.653,0.155
2025-05-28 06:50:05.681000+00:00,147.272,5.972,85.828,7.015,0.141
2025-05-28 06:50:10.681000+00:00,141.228,3.233,95.072,6.97,0.169
2025-05-28 06:50:15.681000+00:00,157.107,5.19,95.878,7.115,0.143
2025-05-28 06:50:20.681000+00:00,156.03,5.358,118.492,7.224,0.137
2025-05-28 06:50:25.681000+00:00,140.608,4.977,108.896,7.076,0.146
2025-05-28 06:50:30.681000+00:00,153.68,4.769,123.291,6.583,0.149
2025-05-28 06:50:35.681000+00:00,149.149,5.087,97.988,6.833,0.135
2025-05-28 06:50:40.681000+00:00,151.784,4.247,108.245,7.058,0.156
2025-05-28 06:50:45.681000+00:00,158.902,4.866,108.499,7.354,0.159
2025-05-28 06:50:50.681000+00:00,149.08,5.379,101.622,7.016,0.137
2025-05-28 06:50:55.681000+00:00,149.895,4.97,92.881,7.21,0.147
2025-05-28 06:51:00.681000+00:00,145.418,4.24,74.858,7.36,0.141
2025-05-28 06:51:05.681000+00:00,145.141,5.553,109.736,7.047,0.142
2025-05-28 06:51:10.681000+00:00,151.008,4.721,97.881,7.044,0.151
2025-05-28 06:51:15.681000+00:00,143.498,5.061,97.276,5.725,0.15
2025-05-28 06:51:20.681000+00:00,153.641,4.873,107.524,6.861,0.159
2025-05-28 06:51:25.681000+00:00,148.82,5.46,99.048,6.843,0.147
2025-05-28 06:51:30.681000+00:00,149.163,4.501,82.601,6.901,0.157
2025-05-28 06:51:35.681000+00:00,144.612,4.966,105.626,6.454,0.144
2025-05-28 06:51:40.681000+00:00,158.761,4.924,134.19,7.055,0.149
2025-05-28 06:51:45.681000+00:00,148.429,4.187,103.948,7.014,0.131
2025-05-28 06:51:50.681000+00:00,150.039,4.473,110.813,7.494,0.158
2025-05-28 06:51:55.681000+00:00,154.099,5.194,111.918,6.893,0.167
2025-05-28 06:52:00.681000+00:00,145.413,5.266,83.842,7.093,0.142
2025-05-28 06:52:05.681000+00:00,144.961,4.549,114.856,6.85,0.147
2025-05-28 06:52:10.681000+00:00,143.516,5.485,96.608,6.975,0.14
2025-05-28 06:52:15.681000+00:00,142.569,4.95,98.644,6.798,0.155
2025-05-28 06:52:20.681000+00:00,149.229,5.332,107.219,6.763,0.165
2025-05-28 06:52:25.681000+00:00,151.549,5.524,87.125,7.133,0.146
2025-05-28 06:52:30.681000+00:00,147.236,4.111,124.737,7.268,0.156
2025-05-28 06:52:35.681000+00:00,153.687,5.009,102.238,7.09,0.154
2025-05-28 06:52:40.681000+00:00,149.247,5.308,91.893,6.821,0.137
2025-05-28 06:52:45.681000+00:00,141.843,4.861,106.233,7.228,0.146
2025-05-28 06:52:50.681000+00:00,150.961,6.584,107.943,7.162,0.137
2025-05-28 06:52:55.681000+00:00,156.963,5.047,93.136,6.912,0.15
2025-05-28 06:53:00.681000+00:00,145.714,5.683,93.694,6.936,0.125
2025-05-28 06:53:05.681000+00:00,148.124,3.93,94.431,7.234,0.128
2025-05-28 06:53:10.681000+00:00,149.663,5.667,97.906,6.927,0.156
2025-05-28 06:53:15.681000+00:00,151.102,5.298,100.304,7.116,0.156
2025-05-28 06:53:20.681000+00:00,151.125,4.569,89.612,7.131,0.146
2025-05-28 06:53:25.681000+00:00,154.471,4.474,101.076,7.162,0.16
2025-05-28 06:53:30.681000+00:00,149.173,4.638,80.703,6.708,0.174
2025-05-28 06:53:35.681000+00:00,145.373,4.532,118.34,6.971,0.15
2025-05-28 06:53:40.681000+00:00,146.675,4.788,112.946,6.98,0.154
2025-05-28 06:53:45.681000+00:00,142.932,5.243,110.867,7.096,0.142
2025-05-28 06:53:50.681000+00:00,148.82,5.444,91.642,6.991,0.143
2025-05-28 06:53:55.681000+00:00,152.824,4.514,85.467,6.988,0.168
2025-05-28 06:54:00.681000+00:00,153.101,5.591,80.547,6.527,0.151
2025-05-28 06:54:05.681000+00:00,153.951,4.698,99.152,6.914,0.155
2025-05-28 06:54:10.681000+00:00,143.047,5.621,102.951,6.968,0.156
2025-05-28 06:54:15.681000+00:00,157.881,5.134,94.298,7.07,0.143
2025-05-28 06:54:20.681000+00:00,157.502,4.819,87.476,7.111,0.153
2025-05-28 06:54:25.681000+00:00,150.472,5.563,109.83,7.374,0.141
2025-05-28 06:54:30.681000+00:00,154.836,4.968,98.243,7.202,0.158
2025-05-28 06:54:35.681000+00:00,154.369,3.874,125.01,7.2,0.159
2025-05-28 06:54:40.681000+00:00,146.714,5.287,102.443,6.692,0.151
2025-05-28 06:54:45.681000+00:00,159.019,5.456,109.927,7.247,0.147
2025-05-28 06:54:50.681000+00:00,153.223,4.994,91.371,7.017,0.145
2025-05-28 06:54:55.681000+00:00,150.751,4.314,113.878,7.347,0.141
2025-05-28 06:55:00.681000+00:00,158.292,5.747,104.399,7.001,0.159
2025-05-28 06:55:05.681000+00:00,148.091,5.569,105.027,7.14,0.137
2025-05-28 06:55:10.681000+00:00,150.371,5.101,94.587,6.933,0.154
2025-05-28 06:55:15.681000+00:00,153.386,4.412,94.14,6.951,0.141
2025-05-28 06:55:20.681000+00:00,133.819,5.638,115.531,7.067,0.145
2025-05-28 06:55:25.681000+00:00,150.509,5.639,91.012,6.777,0.146
2025-05-28 06:55:30.681000+00:00,142.069,4.864,95.919,7.226,0.129
2025-05-28 06:55:35.681000+00:00,151.108,4.364,103.039,7.056,0.158
2025-05-28 06:55:40.681000+00:00,158.164,4.883,97.392,6.661,0.157
2025-05-28 06:55:45.681000+00:00,156.893,4.981,98.493,6.723,0.138
2025-05-28 06:55:50.681000+00:00,147.8,5.504,91.768,7.009,0.136
2025-05-28 06:55:55.681000+00:00,146.607,4.952,97.972,7.195,0.148
2025-05-28 06:56:00.681000+00:00,160.145,4.473,89.811,6.813,0.148
2025-05-28 06:56:05.681000+00:00,151.774,4.555,94.812,7.142,0.142
2025-05-28 06:56:10.681000+00:00,146.054,5.867,104.624,6.795,0.155
2025-05-28 06:56:15.681000+00:00,149.869,4.842,92.426,7.026,0.142
2025-05-28 06:56:20.681000+00:00,149.49,5.744,79.119,6.925,0.146
2025-05-28 06:56:25.681000+00:00,146.623,5.464,100.853,7.022,0.153
2025-05-28 06:56:30.681000+00:00,151.611,5.231,90.67,7.268,0.144
2025-05-28 06:56:35.681000+00:00,149.922,6.062,117.927,6.806,0.156
2025-05-28 06:56:40.681000+00:00,154.832,5.184,101.334,7.454,0.151
2025-05-28 06:56:45.681000+00:00,155.819,4.887,92.414,7.146,0.149
2025-05-28 06:56:50.681000+00:00,146.844,4.504,132.886,6.803,0.164
2025-05-28 06:56:55.681000+00:00,146.396,5.155,105.346,7.301,0.15
2025-05-28 06:57:00.681000+00:00,145.397,3.976,90.123,7.016,0.143
2025-05-28 06:57:05.681000+00:00,158.607,5.795,100.139,6.741,0.145
2025-05-28 06:57:10.681000+00:00,152.285,5.173,94.245,6.819,0.129
2025-05-28 06:57:15.681000+00:00,138.457,5.744,102.319,7.23,0.152
2025-05-28 06:57:20.681000+00:00,150.46,5.259,98.562,6.684,0.142
2025-05-28 06:57:25.681000+00:00,146.618,5.082,99.602,6.95,0.165
2025-05-28 06:57:30.681000+00:00,146.765,5.791,94.813,6.97,0.138
2025-05-28 06:57:35.681000+00:00,147.472,4.379,90.648,6.506,0.163
2025-05-28 06:57:40.681000+00:00,152.888,4.356,125.424,7.263,0.154
2025-05-28 06:57:45.681000+00:00,151.305,5.167,89.175,7.019,0.153
2025-05-28 06:57:50.681000+00:00,157.302,4.22,90.575,7.195,0.154
2025-05-28 06:57:55.681000+00:00,151.131,5.117,109.551,6.901,0.15
2025-05-28 06:58:00.681000+00:00,142.14,5.156,83.978,6.839,0.131
2025-05-28 06:58:05.681000+00:00,136.524,4.841,102.337,6.796,0.152
2025-05-28 06:58:10.681000+00:00,153.726,4.636,112.788,7.012,0.144
2025-05-28 06:58:15.681000+00:00,153.224,4.881,104.259,6.985,0.152
2025-05-28 06:58:20.681000+00:00,148.174,5.775,83.782,7.181,0.161
2025-05-28 06:58:25.681000+00:00,142.458,5.108,105.464,7.002,0.17
2025-05-28 06:58:30.681000+00:00,164.204,5.173,108.165,6.849,0.154
2025-05-28 06:58:35.681000+00:00,152.502,5.1,103.857,6.905,0.137
2025-05-28 06:58:40.681000+00:00,151.302,5.266,99.702,7.112,0.161
2025-05-28 06:58:45.681000+00:00,152.193,5.763,105.345,7.023,0.152
2025-05-28 06:58:50.681000+00:00,143.648,4.047,133.32,7.237,0.134
2025-05-28 06:58:55.681000+00:00,150.664,4.741,98.952,6.855,0.154
2025-05-28 06:59:00.681000+00:00,145.306,4.728,79.494,6.941,0.147
2025-05-28 06:59:05.681000+00:00,148.75,4.973,97.733,7.026,0.147
2025-05-28 06:59:10.681000+00:00,150.632,5.16,101.583,5.195,0.138
2025-05-28 06:59:15.681000+00:00,151.944,4.569,93.773,7.039,0.153
2025-05-28 06:59:20.681000+00:00,154.321,5.301,116.707,6.995,0.152
2025-05-28 06:59:25.681000+00:00,142.023,5.173,93.018,7.215,0.139
2025-05-28 06:59:30.681000+00:00,145.336,4.971,93.288,7.215,0.147
2025-05-28 06:59:35.681000+00:00,162.793,5.29,105.312,7.113,0.143
2025-05-28 06:59:40.681000+00:00,153.284,4.409,118.489,6.878,0.154
2025-05-28 06:59:45.681000+00:00,152.388,4.777,97.306,7.215,0.14
2025-05-28 06:59:50.681000+00:00,147.773,5.539,108.13,7.019,0.162
2025-05-28 06:59:55.681000+00:00,160.468,5.159,92.169,6.988,0.133
2025-05-28 07:00:00.681000+00:00,156.49,5.279,132.675,6.937,0.164
2025-05-28 07:00:05.681000+00:00,163.048,5.718,101.928,7.076,0.161
2025-05-28 07:00:10.681000+00:00,148.601,4.931,85.853,6.932,0.159
2025-05-28 07:00:15.681000+00:00,151.561,5.549,104.282,7.327,0.147
2025-05-28 07:00:20.681000+00:00,145.58,4.926,90.71,6.7,0.159
2025-05-28 07:00:25.681000+00:00,152.325,4.52,103.782,7.182,0.16
2025-05-28 07:00:30.681000+00:00,143.224,4.226,96.443,6.956,0.164
2025-05-28 07:00:35.681000+00:00,150.563,4.97,116.197,7.035,0.143
2025-05-28 07:00:40.681000+00:00,145.257,4.635,115.911,7.038,0.157
2025-05-28 07:00:45.681000+00:00,146.83,4.965,105.153,6.847,0.168
2025-05-28 07:00:50.681000+00:00,142.515,5.586,110.273,6.724,0.14
2025-05-28 07:00:55.681000+00:00,149.854,4.984,119.696,6.762,0.139
2025-05-28 07:01:00.681000+00:00,144.214,5.078,115.114,6.875,0.127
2025-05-28 07:01:05.681000+00:00,148.435,6.757,95.451,6.854,0.165
2025-05-28 07:01:10.681000+00:00,145.823,4.992,102.367,7.033,0.156
2025-05-28 07:01:15.681000+00:00,143.077,5.109,97.247,7.355,0.162
2025-05-28 07:01:20.681000+00:00,145.429,5.173,93.839,5.991,0.149
2025-05-28 07:01:25.681000+00:00,143.302,5.468,95.109,5.893,0.121
2025-05-28 07:01:30.681000+00:00,150.501,4.767,91.427,6.58,0.154
2025-05-28 07:01:35.681000+00:00,147.353,4.337,84.897,5.786,0.148
2025-05-28 07:01:40.681000+00:00,146.785,5.446,105.175,6.819,0.151
2025-05-28 07:01:45.681000+00:00,154.537,5.309,96.138,6.995,0.154
2025-05-28 07:01:50.681000+00:00,154.435,4.021,114.76,7.035,0.159
2025-05-28 07:01:55.681000+00:00,154.723,4.884,115.109,6.979,0.16
2025-05-28 07:02:00.681000+00:00,153.428,4.938,111.472,7.065,0.143
2025-05-28 07:02:05.681000+00:00,151.953,5.932,94.121,6.973,0.148
2025-05-28 07:02:10.681000+00:00,141.901,5.766,91.366,6.906,0.147
2025-05-28 07:02:15.681000+00:00,150.807,5.841,93.296,7.032,0.156
2025-05-28 07:02:20.681000+00:00,148.758,4.723,89.482,6.892,0.149
2025-05-28 07:02:25.681000+00:00,151.055,5.078,116.272,6.993,0.144
2025-05-28 07:02:30.681000+00:00,157.084,5.253,106.376,6.863,0.147
2025-05-28 07:02:35.681000+00:00,146.667,5.942,105.755,6.88,0.152
2025-05-28 07:02:40.681000+00:00,142.951,4.876,97.029,7.34,0.148
2025-05-28 07:02:45.681000+00:00,151.055,4.88,101.027,7.153,0.165
2025-05-28 07:02:50.681000+00:00,153.596,5.364,118.771,7.375,0.139
2025-05-28 07:02:55.681000+00:00,147.836,5.22,110.114,6.923,0.14
2025-05-28 07:03:00.681000+00:00,144.945,4.745,91.754,6.883,0.168
2025-05-28 07:03:05.681000+00:00,151.038,4.337,106.062,6.773,0.135
2025-05-28 07:03:10.681000+00:00,145.327,5.218,104.015,6.925,0.154
2025-05-28 07:03:15.681000+00:00,146.265,5.296,98.048,7.002,0.147
2025-05-28 07:03:20.681000+00:00,149.713,4.928,88.52,6.69,0.128
2025-05-28 07:03:25.681000+00:00,150.285,5.884,107.828,6.808,0.144
2025-05-28 07:03:30.681000+00:00,155.683,5.499,108.829,7.334,0.219
2025-05-28 07:03:35.681000+00:00,142.062,4.138,110.145,7.066,0.151
2025-05-28 07:03:40.681000+00:00,150.241,3.836,96.146,7.111,0.142
2025-05-28 07:03:45.681000+00:00,153.321,4.746,107.797,7.394,0.142
2025-05-28 07:03:50.681000+00:00,148.221,4.641,106.469,6.793,0.146
2025-05-28 07:03:55.681000+00:00,148.329,4.819,88.902,7.028,0.144
2025-05-28 07:04:00.681000+00:00,150.103,4.466,103.843,6.68,0.158
2025-05-28 07:04:05.681000+00:00,151.277,4.509,98.159,7.289,0.165
2025-05-28 07:04:10.681000+00:00,159.818,4.332,89.245,7.12,0.139
2025-05-28 07:04:15.681000+00:00,153.518,5.399,108.475,6.824,0.156
2025-05-28 07:04:20.681000+00:00,134.75,4.688,111.836,6.833,0.158
2025-05-28 07:04:25.681000+00:00,160.02,5.072,119.586,7.122,0.149
2025-05-28 07:04:30.681000+00:00,152.811,5.309,98.298,7.062,0.149
2025-05-28 07:04:35.681000+00:00,150.315,5.004,97.744,6.888,0.16
2025-05-28 07:04:40.681000+00:00,157.638,6.095,92.028,6.982,0.142
2025-05-28 07:04:45.681000+00:00,153.859,5.599,101.537,7.204,0.175
2025-05-28 07:04:50.681000+00:00,145.4,5.265,93.089,7.006,0.139
2025-05-28 07:04:55.681000+00:00,155.394,5.094,114.266,7.206,0.145
2025-05-28 07:05:00.681000+00:00,139.169,5.26,103.774,6.907,0.154
2025-05-28 07:05:05.681000+00:00,156.064,5.155,89.44,6.944,0.157
2025-05-28 07:05:10.681000+00:00,153.666,4.295,109.295,7.11,0.165
2025-05-28 07:05:15.681000+00:00,146.99,4.386,92.992,6.586,0.164
2025-05-28 07:05:20.681000+00:00,153.165,4.893,97.806,6.965,0.136
2025-05-28 07:05:25.681000+00:00,146.577,5.434,103.973,7.091,0.161
2025-05-28 07:05:30.681000+00:00,145.092,5.994,85.782,7.148,0.14
2025-05-28 07:05:35.681000+00:00,154.656,4.582,94.634,7.227,0.156
2025-05-28 07:05:40.681000+00:00,149.821,5.603,106.002,6.982,0.151
2025-05-28 07:05:45.681000+00:00,152.098,5.898,113.698,6.912,0.152
2025-05-28 07:05:50.681000+00:00,154.589,4.926,90.089,6.682,0.154
2025-05-28 07:05:55.681000+00:00,152.087,4.442,101.932,7.237,0.142
2025-05-28 07:06:00.681000+00:00,146.393,4.825,104.627,6.74,0.156
2025-05-28 07:06:05.681000+00:00,151.46,4.613,104.411,7.014,0.139
2025-05-28 07:06:10.681000+00:00,159.014,5.056,103.725,7.194,0.133
2025-05-28 07:06:15.681000+00:00,144.733,4.805,92.427,6.973,0.17
2025-05-28 07:06:20.681000+00:00,148.913,4.344,95.901,7.199,0.158
2025-05-28 07:06:25.681000+00:00,153.819,3.812,97.571,6.654,0.158
2025-05-28 07:06:30.681000+00:00,143.85,4.676,102.478,6.88,0.147
2025-05-28 07:06:35.681000+00:00,138.842,4.378,97.767,7.094,0.141
2025-05-28 07:06:40.681000+00:00,157.982,4.621,116.41,6.605,0.158
2025-05-28 07:06:45.681000+00:00,146.433,5.605,114.523,6.529,0.166
2025-05-28 07:06:50.681000+00:00,172.89,3.805,114.833,7.092,0.151
2025-05-28 07:06:55.681000+00:00,150.439,4.801,104.641,6.9,0.138
2025-05-28 07:07:00.681000+00:00,149.178,4.663,109.328,6.841,0.144
2025-05-28 07:07:05.681000+00:00,148.659,4.971,103.222,6.99,0.139
2025-05-28 07:07:10.681000+00:00,147.902,4.835,93.631,6.988,0.157
2025-05-28 07:07:15.681000+00:00,147.84,5.148,110.181,7.23,0.148
2025-05-28 07:07:20.681000+00:00,155.347,4.408,107.875,7.009,0.147
2025-05-28 07:07:25.681000+00:00,156.708,4.559,103.755,7.08,0.15
2025-05-28 07:07:30.681000+00:00,150.947,5.045,102.431,6.83,0.155
2025-05-28 07:07:35.681000+00:00,153.714,4.46,104.039,5.662,0.15
2025-05-28 07:07:40.681000+00:00,149.053,4.071,95.941,7.28,0.138
2025-05-28 07:07:45.681000+00:00,145.607,5.383,100.102,6.782,0.164
2025-05-28 07:07:50.681000+00:00,147.054,5.227,95.274,6.998,0.15
2025-05-28 07:07:55.681000+00:00,147.413,4.561,93.814,7.02,0.147
2025-05-28 07:08:00.681000+00:00,151.86,5.254,99.508,6.93,0.159
2025-05-28 07:08:05.681000+00:00,148.519,4.626,133.682,6.78,0.135
2025-05-28 07:08:10.681000+00:00,148.749,3.895,91.598,7.385,0.13
2025-05-28 07:08:15.681000+00:00,151.042,4.801,87.94,6.966,0.149
2025-05-28 07:08:20.681000+00:00,143.17,4.852,100.955,6.827,0.157
2025-05-28 07:08:25.681000+00:00,173.624,3.874,97.844,7.142,0.149
2025-05-28 07:08:30.681000+00:00,141.994,5.046,103.643,6.877,0.14
2025-05-28 07:08:35.681000+00:00,151.843,5.412,105.745,6.943,0.133
2025-05-28 07:08:40.681000+00:00,159.01,4.843,90.115,5.549,0.16
2025-05-28 07:08:45.681000+00:00,149.983,4.9,113.707,6.944,0.136
2025-05-28 07:08:50.681000+00:00,153.678,5.654,105.35,6.803,0.148
2025-05-28 07:08:55.681000+00:00,149.872,5.281,86.967,7.248,0.18
2025-05-28 07:09:00.681000+00:00,158.042,4.731,111.527,6.918,0.153
2025-05-28 07:09:05.681000+00:00,143.535,4.701,121.306,7.066,0.153
2025-05-28 07:09:10.681000+00:00,143.007,6.579,100.371,6.93,0.135
2025-05-28 07:09:15.681000+00:00,152.193,5.715,89.716,6.869,0.156
2025-05-28 07:09:20.681000+00:00,143.16,5.119,115.35,7.145,0.152
2025-05-28 07:09:25.681000+00:00,161.726,5.06,117.629,7.12,0.161
2025-05-28 07:09:30.681000+00:00,146.885,5.142,84.708,7.17,0.168
2025-05-28 07:09:35.681000+00:00,143.416,5.441,78.902,7.436,0.14
2025-05-28 07:09:40.681000+00:00,154.872,5.179,91.563,6.763,0.137
2025-05-28 07:09:45.681000+00:00,147.287,5.069,102.412,7.083,0.167
2025-05-28 07:09:50.681000+00:00,145.165,4.985,113.279,7.092,0.154
2025-05-28 07:09:55.681000+00:00,154.298,5.569,76.317,6.718,0.154
2025-05-28 07:10:00.681000+00:00,145.797,4.999,108.611,7.108,0.127
2025-05-28 07:10:05.681000+00:00,146.531,6.206,94.98,6.943,0.158
2025-05-28 07:10:10.681000+00:00,150.362,4.735,92.663,7.262,0.146
2025-05-28 07:10:15.681000+00:00,143.683,5.6,97.042,7.3,0.155
2025-05-28 07:10:20.681000+00:00,151.423,5.32,99.5,7.038,0.143
2025-05-28 07:10:25.681000+00:00,151.519,4.931,108.572,7.123,0.157
2025-05-28 07:10:30.681000+00:00,142.109,4.313,110.863,7.258,0.149
2025-05-28 07:10:35.681000+00:00,154.799,5.696,122.888,7.004,0.143
2025-05-28 07:10:40.681000+00:00,145.565,4.224,94.969,6.909,0.138
2025-05-28 07:10:45.681000+00:00,154.317,4.479,98.915,6.742,0.143
2025-05-28 07:10:50.681000+00:00,155.503,5.446,103.711,6.813,0.151
